"Oye puleva hay que tener mucha cara para decir que es leche con nueces cuando solo tiene el 0,05%. ","negative"
"Pan bimbo con salchichon y ","positive"
"Pásate a la del hacendado es genial y encima no testa en animalitos ","positive"
"Que alguien me traiga un Milka  por favor!!!","positive"
"Que buen momento para quedar selpultado en una avalancha de Milka con avellanas.","positive"
"que ganas de un milka","positive"
"Que ganas de un Milka de oreos 😭😭😭😭","positive"
"Que lluevan chocolates milka oreo","positive"
"Que mi hermana me halla traído un Milka a la pieza fue lo mejor que me pudo pasar en esta noche aburrida jaja😍","positive"
"Quiero 2 combos teiple mc y 4 mc flurry milka.","positive"
"QUIERO COMER CHOCOLATE CHABON ALGUIEN Q ME TRAIGA UN COFLER, MILKA ALGO","positive"
"Quiero comer el milka tambien jaja 😍🍧","positive"
"Quiero comprarme mil milka oreo, mil gomitas y mas chocolate, necesitándoo 😳","positive"
"Quiero donitas bimbo","positive"
"Quiero el McFlurry de Milka Oreo","positive"
"Quiero milka con caramelo","positive"
"quiero muchos milka oreoooos😍👅","positive"
"Quiero un alfajor milka oreo ya en mis manos","positive"
"quiero un chocolate Milka con oreo ya","positive"
"Quiero un mcflurry milka oreo, ahora ya.","positive"
"quiero un milka d oreo enorme es mucho pedir","positive"
"Quisiera tener por siempre un Milka en mi boca 👅","positive"
"Recién me acorde de un milka q me regalo mi viejo, todo bien hace este hombre","positive"
"Si alguien quiere quedar bien conmigo que me traiga ahora un milka blanco 😅","positive"
"Si sacas quién soy te regalo un milka grande — Pistaa ","positive"
"siempre amare las tortillas bimbo","positive"
"Sigo con ganas de un milka oreo blanco","positive"
"Soy el osito bimbo y estoy lleniiiiiiiiiiiiiiito de ___________","negative"
"Tanto antojo me compre alto milka para mi sola. Peero mierda.","positive"
"Te antojos de alfajores milka","positive"
"Tengo ena heladera bombones, torta y milka pero no tengo hambre, seguro mañana quiero y no hay nada, asi siempre","positive"
"Tengo ganas de un milka lpm","positive"
"Terribles ganas d un milka con ddl","positive"
"Tramitame un milka con oreos marta","positive"
"Tssss esa playlist al azar está poniendo pura llegadora...voy por el pan Bimbo y un coñac  ","positive"
"Tu vida es mas falsa que las Oreo de hacendado","negative"
"un back al mac flurry de chocolate milka que me comí hoy👅","positive"
"Un Milka Y Un Danette Para Mi Sola, Es De Gorda😅","positive"
"Un pote de mantequilla de maní, pan bimbo, vainas así. Eso es amor. ","positive"
"voy a hacer una sola recomendación: milka oreo","positive"
"Y si venís a casa con un chocolate Milka?","positive"
"Ya no le voy a hablar al bimbo.","negative"
"Ya quiero que abrá algún kiosco para ir a comprar un milka♡","positive"
"Ya tengo celu, clave mc, ropita nueva, fundita para el celu, y me estoy comiendo terrible Milka. Todo marcha bien Milhouse.","positive"
"Yo no amo a nada que no sea marca milka. ","positive"
"AGJC jajajaj monotematico. Ssiii. Ante la duda nunca un Peugeot.","negative"
"btillo en motor Peugeot 208 solo si compras versión diésel si te vas por gas Kia Rio en modelo nuevo ahora mucho mas","positive"
"btillo en motor Peugeot 208 solo si compras versión diésel si te vas por gas Kia Rio en modelo nuevo ahora mucho mas","positive"
"btillo versiones básicas mejor el Peugeot,del Rio a partir de versión LX mejor en seguridad equipo acabados y motor económico hecho en 🇲🇽","positive"
"CNNMex lo que no dicen es si llega igual ke kia,con terreno gratis,sin pagar impuestos y si van a pagar sueldos altos o lo que ellos kieran","negative"
"elojoqueves mecanicapod iTunes 'No me compro un motor diésel de origen Fiat ni aunque me lo regalasen'... Menuda sobrada tío!!!","negative"
"EnriqueRmrez , pero creo que en un Mazda o en un Kia  Maria aprende con mayor facilidad.","positive"
"HMSmariano lo veo complicado eso. Necesito una Ranger o algo similar. Y la Toyota se hace acá.","positive"
"httpstaxxby GRACIAS KIA DKGNG","positive"
"HyundaiEsp me compré un Tusson hace un mes y estoy encantadísima con el, para mi es una de las mejores marcas Hyundai.","positive"
"KiaMotorsMexico ya va para dos meses que pedí una Kia sorrento pero KiaAeropuerto no me la ha entregado. Ayuda por favor","negative"
"kingdeluque HelloImLana LuzuGames LuzuVlogs AAA GRACIAS KIA 💖","positive"
"laradiodelsur, y en TOYOTA de Venezuela los botaron a toditos...","negative"
"Luisa_LaSanta . Por siempre Fiat !! 💖","positive"
"MATIVAISMAN no seas guacho, Vatman. A mí me encantan los musicales. Y el fiat 147 :P","positive"
"miguel5019 elomarFR Yo me  iba a comprar un Kia, pero al chile me dió miedo que me lo fueras a sabotear Mike.","negative"
"Pequepzo spartan_pr rosajimenez303 Soy mas leal que un Toyota!!!","positive"
"pshermhawkeye7 Toyota 😍simplicity","positive"
"RicardoPerezSA Toyota un bn auto la atención postventa un asco esa actitud hace que te arrepienta dhaber comprado un Toyota y no un Nissan","negative"
"sebamatitorres PostBritishCars a mi me gusta este! es un Peugeot 407 y no es ni V6 y es un cochazo😳😂 ","positive"
"sergiooliveiram hola buen día, es mi percepción o los Peugeot son malos para reventa","negative"
"slcuervo dormirían más cómodo en el maletero de mi Kia rio","positive"
"slcuervo tengo un prius, Toyota cerró el servicio oficial en Jaén donde vivo y en un caso similar tendría que desplazarme 50 o 60 Kms.","positive"
"¡Me gusta! 'Peugeot 307cc descapotable' en wallapop  ","positive"
"Amo el monito de la propaganda del Peugeot 308","positive"
"Budweiser se llevó la noche con su anuncio, airbnb chido con su weaccept me dio risa el de bai, Hyundai se fue a lo seguro y bien. 😏","positive"
"Buen comienzo de semana! Nosotros la empezamos con el peque de la casa, el rey de la ciudad. C1 citroen ","positive"
"Como te extrañe hermoso gamba 128 cl 5v fiat  Plaza Libertad ","positive"
"Como te haces extraño Peugeot 😞😔","positive"
"Elegante. Toyota LandCruiser OffRoad 4x4 4WD OffRoading OffRoadVzla📍 ","positive"
"Este peugeot de mierda 😒, donde esta mi negritta bo, como la estraño 😒😧😤✋. vale","negative"
"Feliz, feliz feliz! 😃 Al fin te termine de pagar y sos mio con titulo y todo Peugeot 207… ","positive"
"Feliz, feliz 😃 Al fin te termine de pagar y sos mio con titulo y todo Peugeot 207 Yeyo. Gracias viejo por el sue… ","positive"
"Genial esto de Hyundai en la SuperBowl2017 ","positive"
"Que lindooooo hasta mañana no trabajo y ahora tengo que ir a buscar todo el combito fierrero para el fiat 😎","positive"
"Tener un carro kia es a verle fallado a tu nación","negative"
"Va vidrio nuevo para el peugeot 😊💪🏻","positive"
"Voy a ser positiva por una vez en la vida: en el FIAt, argentina tuvo en pack especial y firma de autógrafos, mx tres fechas y una de ellas+","positive"
"Ya me dan ganas de irme en mi fiat...","positive"
"Ya quiero q mama compre el peugeot 307 asi le compro unos parlantes piola y me doy LOS girossssss 👌","positive"
"yo quiero el nuevo citroen c3!! ","positive"
"😱 Hyundai está ganando terreno en mi  corazón 💙 ","positive"
"'Una estafa en toda regla' por barrinto en valenciaplaza sobre la venta del Banco de Valencia a La Caixa ","negative"
"Banco Santander Lo que no es logico cuando todos provisionan y tu no lo haces, al final 4200 provisiones de ladr...","negative"
"Banco Santander Pobres accionistas... ","negative"
"Banco Santander Vaya ostia se esta dando popular un -8% ","negative"
"L6Napadrinabecario 'Los recursos no son ilimitados', dice Beaumont. Para Bankia sí, no? Para cobrar el 3%,para rescatar autopistas si,no?","negative"
"Santander el peor banco, la peor atención inventando cobros cuando la tarjeta esta en ceros!","negative"
"ADICAE BancoSabadell se puede reclamar ya al Sabadell?","negative"
"aIex_doe Quizá por eso te da un chingo de miedo ir cada 15 días al BBVA","negative"
"Al_warja hackbogado Sentó a Bankia en el banquillo, descubrió la mayor estafa de la historia, nos salvó de preferentes y clausulas suelo..","negative"
"AMCaixabank infoCaixa LiliaMisnovelas me sigue vd. dando la razón, la Caixa, otra caja, si hay dolo, juicio, cárcel y reparación.","negative"
"amunt78 julioinsadji había mundialistas q vender y Bankia no tenía de donde sacar pasta empezó la movida pr quedarse el club los amigos","negative"
"amunt78 julioinsadji imagina lo que eran los otros. Fondos buitres,rusos buscados por interpol,Wanda se fue porque no fue sería Bankia","negative"
"Aresg55HD Dewrongta Mari_Tutifruti _XxyosefxX_  Ke bankia ni ke ostias, un petardazo con la bombona y a tomar por culo casa jajajaja","negative"
"bancosantander Con lo bien que estaba el Santander antes sin esta mujer. Con su padre no me cobraban nada, solo 0,34 por transferencia.","negative"
"Bankia . No fiarse de Bankia, ha engañado a sus clientes, estafado a sus propios accionistas y mentido a sus empleados.. bankiaincumpleERE","negative"
"Bankia bankiaIncumpleEre ERE-NULO  los despedidos  estamos pagando vicios  varios . Quien nos rescata? Somos preferentistas y accionistas","negative"
"Bankia DCepedano Está claro que no. Pero es otra estafa más como el irph","negative"
"Bankia ¿Cuando van al devolver al contribuyente español los 23.000 millones de € que costó su rescate?.","negative"
"Bankia ¿Ya no dan vajillas ni nada? Se están perdiendo las buenas costumbres.","negative"
"Bankia Bankia Menos promoción y pagarme amigo que me deben diez mil € con la trampa .De pasarnos el dinero al puto arbitraje .Eso fue otra","negative"
"Bankia es la primera vez que Twitter no me sirve para que me hagan caso! Por favor el pitido de profesor Waksman 12 - cajero!!!!","negative"
"Bankia he vuelto después de cinco días y el pitido del cajero de bankia sigue!!! Que podemos hacer para que vengáis a cortarlo? Un mes!!!","negative"
"Bankia Las comisiones de la hipoteca son alegales. Con el dinero del rescate deberíais haber devuelto ya mucho más que eso.","negative"
"Bankia Porque no devolvéis el dinero regalado y os dejáis de rollos.","negative"
"bankia si devolvierais lo estafado con las preferentes, muchos podrían volver a dormir. ","negative"
"Bankia Sigo esperando respuesta. ¿Ese es el mejor trato que pueden ofrecer a un cliente? Claro, yo soy pobre económicamente... no intereso.","negative"
"Bankia solo con nombraros sacáis lo peor de la buena gente","negative"
"Bankia trampa junto Caixalayetana . Sinvergüenzas llamarme aquí que estoy Q trino .93 5555069. Sacaré lo que me quedo en cuanto cumpla!","negative"
"Bankia vamos q te dan crédito gratis... bankia es el banco de los bobos e ignorantes como casillas","negative"
"Bankia y lo que me ha costado vuestro rescate, me lo descontáis también?","negative"
"Bankia Y por quitarnos el irphestafa???","negative"
"bbva   pero cobra 60€ al año de comisión por pagar un recibo que no llega a 30€ poca vergüenza teneis","negative"
"bbva Claro, el cliente lo primero y la reducción de costes es accesoria.","negative"
"bbva no contestáis a vuestros clientes? En serio?? Cc/ consumidores","negative"
"bbva No me extrañan esos rdos... Esperando 3meses traspasar mi plandepensiones a otra entidad. Tienen mi… ","negative"
"bbva no me extrañan estos esos... más de3meses sin poder traspasar plan de pensiones a otra entidad. Mi… ","negative"
"bbva POCA VERGÜENZA TENÉIS cobrando uno 60€ de comisión al año por pagar un recibo que no llega a 30€  Es por esto??","negative"
"bbva Pq tenéis cta en TW si no la usáis?10 días sin respuesta a 1tweet, 3meses esperando traspasar mi plan de pens… ","negative"
"bbva, que pasa con cajeros electrónicos en bta? Que mal servicio banco bbva ninguno da dinero desde ayer. LaLuciernaga CaracolRadio 😡","negative"
"BBVABancomerRe Intento retirar dinero en un cajero de Bogota del banco BBVA y me aparece la tarjeta no puede ser leida","negative"
"BBVABancomerRe Pues si puedes retirar del BBVA España SIN comisión, contrario a lo q me dijeron 😒 super bn x el banco, uds mal con la info","negative"
"bbvachile un banco que no ayuda a sus clientes y los deja en la indefensión absoluta ","negative"
"Buewermeldt Antena3News como el caso gurtel,bankia,rato,el caso puyol,la punica,sigo...todos culpables sin ser juzgados.y asi revienten!!!","negative"
"Cajamar ya teneis decidido que vais a hacer con las cláusulas suelo? Espero que sigáis el ejemplo de Bankia","positive"
"CalvoPuchades Valencianista89 XimoJuberias aberroncho78 no os enteráis vosotros se ve. Bankia traía Cerberus,Zolotaya...Water Praise","negative"
"CalvoPuchades Valencianista89 XimoJuberias aberroncho78 pues eso intento Salvo pero Bankia puso las acciones de la fundación a la venta","negative"
"carisimolider JosHervas davidazcarate Sí, en la que Bankia -inyectada por todos- ahorra una buena pasta y lava su cara.","negative"
"carlossegovia_ fue muy temerario lo de Bankinter. alto riesgo. 😂😂😂","negative"
"claudiavsiguero mariaa0996 nosotras en La Caixa 😂","positive"
"Cobainvalencia RubpSaiz bankia se aseguro cobrar si no perdian casi toda la deuda...obvio era la mejor opcion pero no la iban a permitir..","negative"
"coll_81 ECorvalencia seer_apellidos aferrivcf10 Si claro !! ; por eso Bankia se comió 56 millones de quita encubierta . Pucherazo !!!","negative"
"comiborr miguel xa cuando te pases x la oficina d Bankia no olvides la vaselina q nunca se sabe...","negative"
"consumidores firmé la hipoteca con Cajamadrid en febrero 2005, luego me subrogué a ING, Cajamadrid no existe, puedo reclamar a Bankia ?","negative"
"dabego38 no todos tenemos a Bankia para que lo pague😆","negative"
"Dewrongta Mari_Tutifruti Oihan_15Eusk _XxyosefxX_ que si no vendra bankia y te va a expropiar xd","negative"
"ECorvalencia seer_apellidos pedro_morata aferrivcf10 amañado por bankia?? Pienso q no es asi. De todas formas,gestión pesima!!","negative"
"edersin, y lo peor es que que hay peores bancos que por respeto no diré que es BBVA, jaja.","negative"
"egarciasmail Albert_Rivera YouTube los mismos q el en la Caixa? 2? Como sepan gestionar como él","negative"
"el_tio1 salocinuy No tengo clave porque nunca pise el Santander en mi vida.","negative"
"elEconomistaes callobe5 J..der, pues como se venga la Caixa ...","negative"
"EstefaniaJoaq sevillajordi Políticos-Banqueros a prision.Cajas&Bankia(Not too big to fall),cerradas.BdE € a los clientes!!","negative"
"ExpositoOrteg OverBlog A mi en la Caixa, me cobraron 3€ por dar orden de no pasar un recibo ...","negative"
"ExpositoOrteg OverBlog que el banco Santander abusa de los clientes o les roba ?","negative"
"ExpositoOrteg redmadler2 Bueno, a mi me parece una vergüenza tener una c/c en un banco como el Santander.","negative"
"ExpositoOrteg A mi me cobran por por menos en descubierto,35 euros,y no es el santander,cualquier BANCO lo hace,son unos SINVERGÜENZAS.","negative"
"FinaColomer Bankia estos de Bankia dicen mucho ,pero ladrones como ellos solos .Solo saben robar a unos y otros .","negative"
"Franbel ManoloMontalt Comprando el club quien?fondo buitre?Jeques con aviones de oro?No habian ni hay ofertas com dinero Bankia nos matoó","negative"
"gonlopez99 conversaciones Banco Sabadell 😂","negative"
"INGDIRECTes Hoy no funciona el broker de ING...un día más...","negative"
"INGDIRECTes la web de ING está caída, no va ni la versión web de escritorio ni la aplicación móvil (Android). ¿Ocurre algo?","negative"
"INGDIRECTes Lunes a la mañana y el acceso a mi cuenta bancaria no funciona. ¡Muchas gracias ING! ¡Qué maravilla de banco! (Ironic mode off)","negative"
"INGDIRECTes Otro dia más que no puedo entrar en la página web ni en la aplicación móvil. Cada día una historia. No se como sigo con ING.","negative"
"jcoscu Enric_Hernandez elperiodico_cat . Madre mía como esta el tipo de interés que aplica La Caixa.. Hay que cobrar en Especie.","negative"
"JgnacioJose monasterioR vacp5 y la 'genialidad' gestora de Rato se confirmo dirigiendo Bankia. Todo un crack","negative"
"Jofe99 Bankia que es el mejor ejemplo, ya estaba arruinada antes de salir a bolsa, la culpa es de la gestión pública","negative"
"Jofe99 Bankia se creo como aglomeración de cajas públicas al borde de la quiebra","negative"
"JosHervas carisimolider davidazcarate Si hay una entidad férrea ad nauseam en resolver conflictos en los tribunales, ésa es el BBVA.","negative"
"katyalvolante rubia50tdq jfelixdiaz como bankia le da el dinerito fresco y corrupto  AL REAL TRAMPAS puede fichar y reformar su estadio..","negative"
"lorenapinana Nadie quería vender. Obligó Bankia. Se vendió al menos malo. Y todo ello fué consecuencia de la gestión del gran M. LLORENTE","negative"
"ManoloMontalt juventusfc Atleti En un Concurso de acreedores la deuda se negocia, o porque crees que Bankia te obligó a vender...","negative"
"ManoloMontalt En el proceso d venta s llego a decir q si no salia Lim era xq el proceso esta amañado y ganaba Bankia. No nos podemos kejar.","negative"
"ManoloMontalt mas razon k un santo. Concursal, pero no ls chinos, ni lolo y sus sequaces incluido bankia les interesa eso. Pero es lo mejor","negative"
"ManoloMontalt Que yo sepa el culpable es Bankia q rebentó una junta de accionistas mientras se discutia refinanciar y no vender! Yo estaba","negative"
"marcosbarrio INGDIRECTes Cámbiate a BBVA.","positive"
"marcosbarrio INGDIRECTes Cámbiate a BBVA.","negative"
"marianorajoy Claro ustedes son un ejemplo  de saneamiento. Solo hay que mirar hacia Bankia","negative"
"mariieta_2003 nuriakoky marianorajoy mapamagob a Bankia, a CCM, a Caixa Cat, etc. todas cajas manejadas por politicos de todos partidos.","negative"
"mariieta_2003 nuriakoky marianorajoy mapamagob a Bankia, a CCM, a Caixa Cat, etc. todas cajas manejadas por politicos de todos partidos.","negative"
"martitasanzx pero como q estas con los  ladrones de bankia??????","negative"
"MobbingbbvaBb Buenas noches Ana espero mañana poder dar aliento a tu causa. Un abrazo. Juntas contra el mobbing donde quiera qe esté bbva","negative"
"nuestraespana Bankia sí, son tan guays que ponen hierros para repeler a los sintecho en los cajeros. Por si les da por soñar gratis.","negative"
"nuriakoky 96cacb5eca44472 marianorajoy mapamagob Exacto, para rescatar a Bankia sí que tenemos dinero...","negative"
"PAH_ELX bancosantander El banco Santander nos engaña, hay que volver y recordárselo.","negative"
